thread_id,comment_id,video_id,author,author_channel_id,is_reply,parent_comment_id,published_at_comment,text,like_count_comment,reply_count
Ugzl89L07xEPVmnPdct4AaABAg,Ugzl89L07xEPVmnPdct4AaABAg,-4GmbBoYQjE,@gustavoadolfocalderonabant1250,UCZciyZW5wC2L33qq0-ZUE_g,False,,2025-06-30T02:01:52Z,the masc I jade,0,0.0
UgzlC6Rz4DRBvetTnSx4AaABAg,UgzlC6Rz4DRBvetTnSx4AaABAg,-4GmbBoYQjE,@YaYaCRF,UC6AsKbdMnTKAS_EejwvH-8w,False,,2025-06-29T23:22:28Z,Always best,0,0.0
Ugx9n6eOdFP1Zf14NFV4AaABAg,Ugx9n6eOdFP1Zf14NFV4AaABAg,-4GmbBoYQjE,@NelsonChingueva-Jurista-hb9lx,UCvzMA0o9eWdDYaDStWXZzuw,False,,2025-06-29T21:28:12Z,🇦🇴,0,0.0
UgxuE7rKLQImA1odHEp4AaABAg,UgxuE7rKLQImA1odHEp4AaABAg,-4GmbBoYQjE,@SrabonVaiB,UCr9wlnlDJDbmj4vKEnCgBbA,False,,2025-06-29T21:11:53Z,আমারে সাহায্য করেন,0,0.0
UgyIIv30dA9KtpvUGTl4AaABAg,UgyIIv30dA9KtpvUGTl4AaABAg,-4GmbBoYQjE,@SrabonVaiB,UCr9wlnlDJDbmj4vKEnCgBbA,False,,2025-06-29T21:11:37Z,আমারে ১ লাখ টাকা দিবেন ভাইয়া প্লিজ 🙏🥹,0,0.0
Ugxr2nL3MZQhsAiPMtN4AaABAg,Ugxr2nL3MZQhsAiPMtN4AaABAg,-4GmbBoYQjE,@ArnaldoJaras,UCRzMwxBUPYOoCVk6rF4Zuqg,False,,2025-06-29T20:57:00Z,I`already rebistere but,0,0.0
UgxSAbbEYfbT9mwdb6p4AaABAg,UgxSAbbEYfbT9mwdb6p4AaABAg,-4GmbBoYQjE,@Sole.leveling,UCTitelJbi77z1xlu6T9bw3A,False,,2025-06-29T20:41:37Z,Money😂❤mii,0,0.0
UgwkLbkqjCr_ghS_-Cp4AaABAg,UgwkLbkqjCr_ghS_-Cp4AaABAg,-4GmbBoYQjE,@IkerAntonioReynoso,UCk159pM6yYvB9eDufXmcMoQ,False,,2025-06-29T20:10:30Z,Doname porfaaa,0,1.0
UgwkLbkqjCr_ghS_-Cp4AaABAg,UgwkLbkqjCr_ghS_-Cp4AaABAg.AJyM6hyhSrgAJzLhtm8C3V,-4GmbBoYQjE,@Elprimo-x5y,UCsEU3nBZS6zumeOXfZReiBQ,True,UgwkLbkqjCr_ghS_-Cp4AaABAg,2025-06-30T05:26:13Z,Ya encontré a un niño,0,
Ugyf6RORQI9hAhL9lYF4AaABAg,Ugyf6RORQI9hAhL9lYF4AaABAg,-4GmbBoYQjE,@hakangocen8893,UCls25YPsfu_ycycVQu7F3kQ,False,,2025-06-29T20:00:17Z,🔥🔥,0,0.0
UgwdVNoSFiYt5zYI0j14AaABAg,UgwdVNoSFiYt5zYI0j14AaABAg,-4GmbBoYQjE,@kecotKecot-jy6bz,UCWOaU6KCRvH7o8lbu8ZUK7A,False,,2025-06-29T19:59:56Z,Spanyol mengambil nya itu tidak adill😢,0,0.0
UgzZrdYo5nSgPhSHEdx4AaABAg,UgzZrdYo5nSgPhSHEdx4AaABAg,-4GmbBoYQjE,@Rh-Tushar-69,UCFnM3b7d6mrT8nbnODbUqyw,False,,2025-06-29T19:58:57Z,La ilaha illallahu muhammadur rasulullah ❤❤,0,0.0
UgzSvhFnkVB3OAkJVxN4AaABAg,UgzSvhFnkVB3OAkJVxN4AaABAg,-4GmbBoYQjE,@Chemso-k8w,UCDYdH7mU3wL_cY_lUA4RUBw,False,,2025-06-29T19:56:06Z,ههه❤❤❤🎉🎉,0,0.0
UgwyINGmtSafwVzna194AaABAg,UgwyINGmtSafwVzna194AaABAg,-4GmbBoYQjE,@LiamOchoa-f2l,UC9C1FE28WSx2xRGwUDMeITw,False,,2025-06-29T19:54:03Z,Yo he ido ahí,0,0.0
UgwAOttaM73BQP3z5h54AaABAg,UgwAOttaM73BQP3z5h54AaABAg,-4GmbBoYQjE,@AzharAliKharal-i4g,UCUaMpp3mmdXD2Wuq94dbChQ,False,,2025-06-29T19:17:09Z,Nice 👍 your video,0,0.0
UgzWnDnaCPmeD4PoQLh4AaABAg,UgzWnDnaCPmeD4PoQLh4AaABAg,-4GmbBoYQjE,@BraydenAstetenuñez,UCsnZKGvCxdGxMXmchkG1O2Q,False,,2025-06-29T18:55:40Z,Mascada de jade,0,0.0
Ugx0kANvdi48MbnTp3V4AaABAg,Ugx0kANvdi48MbnTp3V4AaABAg,-4GmbBoYQjE,@Soso-z1s8n,UC1Uhq7-movt4s5JW9VMyt6Q,False,,2025-06-29T17:40:08Z,انا مشتركة انا يتيمة بليز❤😢,0,0.0
UgxHcWcOqLuLiKOfRUV4AaABAg,UgxHcWcOqLuLiKOfRUV4AaABAg,-4GmbBoYQjE,@Soso-z1s8n,UC1Uhq7-movt4s5JW9VMyt6Q,False,,2025-06-29T17:39:25Z,مستر بيست انا في سوريا و انا أرغب ان تأتي الي انا أرغب ان تقترح علي تحدي😊😢,0,0.0
UgxVbBF1PLlFOKk28Fp4AaABAg,UgxVbBF1PLlFOKk28Fp4AaABAg,-4GmbBoYQjE,@Evaa__1017,UCdSPiTq1XfdOFuLkjXmS0mw,False,,2025-06-29T17:27:44Z,Me help,0,0.0
UgwXD6Uitdv8BM_Us-N4AaABAg,UgwXD6Uitdv8BM_Us-N4AaABAg,-4GmbBoYQjE,@Black_AGONY,UCAimBKt8kr97-rcudWrApkg,False,,2025-06-29T17:22:04Z,can you buy me playstation 5,0,0.0
UgyDeU5sH2wVPjeHN0F4AaABAg,UgyDeU5sH2wVPjeHN0F4AaABAg,-4GmbBoYQjE,@MandoStop-Motion,UC0ArF7c4LSqUcZV9hhHKejA,False,,2025-06-29T17:00:52Z,Siuuuuuuuuuuu🇵🇹🐐,0,0.0
UgztQUiqSJAzyELOtgJ4AaABAg,UgztQUiqSJAzyELOtgJ4AaABAg,-4GmbBoYQjE,@MaxwellMutuma-p2c,UC8WZpHiInpUBQzqBZe1QbYQ,False,,2025-06-29T16:48:14Z,Siuuuuuuu got me 😂😂😂😂,1,0.0
Ugx2HMa9tP3XrzWvU2Z4AaABAg,Ugx2HMa9tP3XrzWvU2Z4AaABAg,-4GmbBoYQjE,@MaxwellMutuma-p2c,UC8WZpHiInpUBQzqBZe1QbYQ,False,,2025-06-29T16:36:39Z,"Nice song of made there (great, great, great, great, great, great grandparents)",1,0.0
Ugx2R7o33Bs0uKVWnfJ4AaABAg,Ugx2R7o33Bs0uKVWnfJ4AaABAg,-4GmbBoYQjE,@DaianeAlencar-s9m,UCQ9zY3Ty1QEgTP6yxPf_gqA,False,,2025-06-29T16:21:08Z,por favor eu quero ser rica e tirar a minha familia desa casa para uma melhor venha para o maranhão na cidade santa inês por fovor ms beast,0,0.0
UgzRJoRFl7QxtsQyCfJ4AaABAg,UgzRJoRFl7QxtsQyCfJ4AaABAg,-4GmbBoYQjE,@melikekaya8936,UChMCwPKhlrz_CorJmp22-2Q,False,,2025-06-29T16:14:44Z,Türküler   burdayız,1,0.0
UgxKKRfVk4wNP8B4I0V4AaABAg,UgxKKRfVk4wNP8B4I0V4AaABAg,-4GmbBoYQjE,@DaianeAlencar-s9m,UCQ9zY3Ty1QEgTP6yxPf_gqA,False,,2025-06-29T16:07:05Z,eu me iscrei cadé os meus 50.000 dólares????,0,0.0
Ugxbw2iL4JSTBmbTRoh4AaABAg,Ugxbw2iL4JSTBmbTRoh4AaABAg,-4GmbBoYQjE,@Mayur__Akhade,UCK1AFDvceGPO98kSX2Jr77w,False,,2025-06-29T16:02:29Z,जय श्रीराम,1,0.0
UgzxLflDa6A8coBZ0dd4AaABAg,UgzxLflDa6A8coBZ0dd4AaABAg,-4GmbBoYQjE,@EminSancar-55,UCPUhfITSoQNz2A7u2uvsITg,False,,2025-06-29T15:59:28Z,İt is interesting,0,0.0
Ugz_1gblq09BwS_3lNZ4AaABAg,Ugz_1gblq09BwS_3lNZ4AaABAg,-4GmbBoYQjE,@Shunmahi000,UCSCDRUkFqQl57qm7DmnKu4A,False,,2025-06-29T15:57:52Z,🎉,0,0.0
UgxLDQGR1LoFq8rHRIZ4AaABAg,UgxLDQGR1LoFq8rHRIZ4AaABAg,-4GmbBoYQjE,@dj.graycat9735,UCYKD16peBZ_w4Y-JiOq-s4g,False,,2025-06-29T15:43:55Z,"민스터 비스트 팬입니다 생일 축하드려요! 그리고 덕분에 피스터블 맛잇게 먹고잇딥니다 개발해주셔서 감사할뿐이네요 제 최애 초콜릿❤
그리고 늘 영상올라오는거 폰으로 보기 아까워 최고화질로 TV로 시청합니다!
생일 이메일 보내드릴께요!
남들이 뭐라하던 제 최애 유튜버입니다! 
항상 더 많은 영상제작을 응원합니다. 그리고 모든영상이 하나같이 도파민 폭팔입니다!
어떤 애능 프로그램보다 전 미스터비스트가 재미있어요! 오래오래 할아버지가 되어서도 유튜버해주세요!🎉 애정합니다❤",0,0.0
UgzwQ5oDTSRbnjZv7ql4AaABAg,UgzwQ5oDTSRbnjZv7ql4AaABAg,-4GmbBoYQjE,@NarattamMahato-k5s,UCqyDjb3s4-bhxUffHzEOA1w,False,,2025-06-29T15:36:12Z,I'm from indian ❤❤❤,0,0.0
UgynMp4EPpZ3IMbovbp4AaABAg,UgynMp4EPpZ3IMbovbp4AaABAg,-4GmbBoYQjE,@NarattamMahato-k5s,UCqyDjb3s4-bhxUffHzEOA1w,False,,2025-06-29T15:35:53Z,I'm bigg fan of you ❤❤,0,0.0
Ugw26DozC7l7Y8gJwVZ4AaABAg,Ugw26DozC7l7Y8gJwVZ4AaABAg,-4GmbBoYQjE,@WilliamFernando-sz3xq,UCeKYFCbPDxe-t3qMsaqKV3Q,False,,2025-06-29T15:12:04Z,Ven a conocer  Macchu picchu  Perú!,0,0.0
Ugw7ivXUhLyBeuSu9e14AaABAg,Ugw7ivXUhLyBeuSu9e14AaABAg,-4GmbBoYQjE,@MalaquiaCampo-l4o,UC3njv8QXbbEK2zGmu7siiTA,False,,2025-06-29T14:49:20Z,Ssv increíble❤❤❤❤❤,0,0.0
UgzIIJBifcJtNHhCic14AaABAg,UgzIIJBifcJtNHhCic14AaABAg,-4GmbBoYQjE,@ShenikaVDMerwe,UC5CimKjC_ht3jvQT0qIalZA,False,,2025-06-29T14:17:58Z,Wen is your birthday jemmy,1,0.0
UgxaLbynP0IkCfOBTkN4AaABAg,UgxaLbynP0IkCfOBTkN4AaABAg,-4GmbBoYQjE,@PravinthakorOffical_6527,UC48u3Mipl0Xt-uGxJsxRsCw,False,,2025-06-29T14:07:44Z,Jay shree Ram 🚩🚩,1,0.0
UgwStn7JWfp8TGD_i_l4AaABAg,UgwStn7JWfp8TGD_i_l4AaABAg,-4GmbBoYQjE,@SmilingDancing-js4or,UCff98T6b2NV4L2ZULjazHpg,False,,2025-06-29T14:06:36Z,Velala nagar jogan house,0,0.0
UgzPH2kQpLgcA2Pp2s14AaABAg,UgzPH2kQpLgcA2Pp2s14AaABAg,-4GmbBoYQjE,@SmilingDancing-js4or,UCff98T6b2NV4L2ZULjazHpg,False,,2025-06-29T14:05:07Z,Minjurku vanga bro,0,0.0
UgyeiQ562kBcYGelub94AaABAg,UgyeiQ562kBcYGelub94AaABAg,-4GmbBoYQjE,@Eyad-q3y,UCE2-I3mdUKzoSxovl5Ht3hw,False,,2025-06-29T13:57:22Z,لمدا لم تصل الي 🇱🇾 ليبيا,0,0.0
Ugy3yF_h_1aFFJAS0ul4AaABAg,Ugy3yF_h_1aFFJAS0ul4AaABAg,-4GmbBoYQjE,@AmarAmar-y4h,UCjhRjheKj7zyi8FQar5QzYA,False,,2025-06-29T13:45:52Z,❤❤❤❤ maaya,0,0.0
UgxXLobmW8lm7xHWEQB4AaABAg,UgxXLobmW8lm7xHWEQB4AaABAg,-4GmbBoYQjE,@benbenjeejee3813,UCpx7EkVW93PRjNxHR-YjeFQ,False,,2025-06-29T13:28:16Z,mrbeast start a campaign to install SOLAR PANELS In poor people homes and hospitals in this severe summer so that they can get free electricity without huge bills,3,0.0
UgzcZX7VRfDPhPDt2Ht4AaABAg,UgzcZX7VRfDPhPDt2Ht4AaABAg,-4GmbBoYQjE,@benbenjeejee3813,UCpx7EkVW93PRjNxHR-YjeFQ,False,,2025-06-29T13:26:55Z,mrbeast start a campaign to install SOLAR PANELS In poor people homes and hospitals in this severe summer so that they can get free electricity without huge bills..,2,0.0
Ugz5D32ZkL4GU9ME88B4AaABAg,Ugz5D32ZkL4GU9ME88B4AaABAg,-4GmbBoYQjE,@muhammadzakis.a9879,UCsUJi2wm0DFba_BALDDSyZA,False,,2025-06-29T12:34:34Z,happy birthday 🎉🎉,0,0.0
Ugw9_rcgSXEEnqsNgzt4AaABAg,Ugw9_rcgSXEEnqsNgzt4AaABAg,-4GmbBoYQjE,@Moifulstory,UC3UDcND6N-XoEmQcDNdHw_Q,False,,2025-06-29T12:24:06Z,"nice video,,🥰",0,0.0
UgyJoStZ3Bk9ooLBVwt4AaABAg,UgyJoStZ3Bk9ooLBVwt4AaABAg,-4GmbBoYQjE,@Aviation800,UCrURYrwvQZYGRW7TmfCzavw,False,,2025-06-29T11:50:46Z,“$1 vs $100000 temple visit”,0,0.0
Ugx2JPiOTjp6S5i0mZN4AaABAg,Ugx2JPiOTjp6S5i0mZN4AaABAg,-4GmbBoYQjE,@TechnoAshish25,UChSmp5OE1wpF5tThMXLZ0mw,False,,2025-06-29T11:09:34Z,Big fan sir❤ always unstoppable and make feasteble.,0,0.0
UgyftWHr77ibV9CaZoJ4AaABAg,UgyftWHr77ibV9CaZoJ4AaABAg,-4GmbBoYQjE,@VASA_Team,UCbv__HDKym5RSJQGRy9hrzA,False,,2025-06-29T10:07:25Z,I agree 100hrs in area 51,0,0.0
Ugyt09l1yEDO2Qc9-fp4AaABAg,Ugyt09l1yEDO2Qc9-fp4AaABAg,-4GmbBoYQjE,@emperorvirus5681,UCmnrhyMRAtX6OCIPO6vFwrw,False,,2025-06-29T09:57:37Z,im allergic to peanut butter,0,0.0
UgzAidN2uWt_rJsKvCd4AaABAg,UgzAidN2uWt_rJsKvCd4AaABAg,-4GmbBoYQjE,@MMusabRehan,UC35j4njXh2af6nGL9Ihln4Q,False,,2025-06-29T09:01:23Z,I'm subscribed Mrbeast,0,0.0
UgzVnxJgb2byi5WgPW94AaABAg,UgzVnxJgb2byi5WgPW94AaABAg,-4GmbBoYQjE,@DanPatru,UC8c94Ou_PmPUp_1jGM9tuFw,False,,2025-06-29T09:00:51Z,5:01 MMMMMMMMMMMMMMM,0,0.0
Ugw7dieZ9fKohf__HqR4AaABAg,Ugw7dieZ9fKohf__HqR4AaABAg,-4GmbBoYQjE,@Sawadisht,UC99u94aCsxWjGGfUGeT3YTw,False,,2025-06-29T08:47:21Z,100 days in woods,0,0.0
UgygrqbyKGPiOTfA1wB4AaABAg,UgygrqbyKGPiOTfA1wB4AaABAg,-4GmbBoYQjE,@asrithavarshitha,UCx7rkSEawOMlhT5VlK3dRRQ,False,,2025-06-29T08:28:36Z,Jai shree ram ❤❤❤❤,0,0.0
Ugyxyg2xxiIr2z2VtgJ4AaABAg,Ugyxyg2xxiIr2z2VtgJ4AaABAg,-4GmbBoYQjE,@SPORTX-u2p,UCiE50oR2cakEo_523yRmtwg,False,,2025-06-29T08:20:27Z,❤❤❤❤,0,0.0
Ugx5Xm7wNVkE7Wa3R4x4AaABAg,Ugx5Xm7wNVkE7Wa3R4x4AaABAg,-4GmbBoYQjE,@tushar-y6r,UCGLiD_0lrX4Dj1uYD7g-L7w,False,,2025-06-29T08:09:21Z,❤❤❤❤😊😊,0,0.0
UgxAHa0j89p0GfRln2F4AaABAg,UgxAHa0j89p0GfRln2F4AaABAg,-4GmbBoYQjE,@HadiWijayakusuma-y5h,UCeziOt59ORnVIMTqF1w71lA,False,,2025-06-29T07:42:20Z,Benr gak dpet hadiah,0,0.0
Ugw1k2LRL5VoyfkLFpl4AaABAg,Ugw1k2LRL5VoyfkLFpl4AaABAg,-4GmbBoYQjE,@ВладиславЧернуха-у7л,UC9xqn6vtt051cT1j6sBk8qg,False,,2025-06-29T07:35:30Z,😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮,0,0.0
Ugy8M8_IkLgcpch7QCF4AaABAg,Ugy8M8_IkLgcpch7QCF4AaABAg,-4GmbBoYQjE,@XiaoPenn.,UCyKN_zh5jj3GgK_DhlliWdQ,False,,2025-06-29T06:24:57Z,🇮🇩,0,0.0
UgzzJG2J2gNSgPRw7CZ4AaABAg,UgzzJG2J2gNSgPRw7CZ4AaABAg,-4GmbBoYQjE,@mehwishrani119,UCd2n50WBXVm2uJk_tIzrhng,False,,2025-06-29T05:45:41Z,Nice video,0,0.0
UgyU1ERJzGfb7gndhSN4AaABAg,UgyU1ERJzGfb7gndhSN4AaABAg,-4GmbBoYQjE,@kelongye5117,UCR0YSgtYUQ6NyRGtB7DiIeQ,False,,2025-06-29T05:42:49Z,欢迎你来中国旅游,0,0.0
Ugxdai0UCc3ARrgzJcR4AaABAg,Ugxdai0UCc3ARrgzJcR4AaABAg,-4GmbBoYQjE,@jonathanthompson4435,UC9R_vND5nuBj0Jkurecx3ag,False,,2025-06-29T05:34:42Z,So the mayans were professional hacky sack players 🤣😅😅,0,0.0
UgzvMiqNm0zDLXjs_zB4AaABAg,UgzvMiqNm0zDLXjs_zB4AaABAg,-4GmbBoYQjE,@Əsma-x9n,UC_24EGzffvS55t7EvVkZSHw,False,,2025-06-29T05:34:36Z,Kayzerrrr,1,0.0
UgyHbBJigQ6GsyOgIOR4AaABAg,UgyHbBJigQ6GsyOgIOR4AaABAg,-4GmbBoYQjE,@JunniKassar,UCS2hyIDXrXa7s2biHuVjmCQ,False,,2025-06-29T05:19:16Z,Hello,0,0.0
Ugy1zMla6Kjy1f83LWh4AaABAg,Ugy1zMla6Kjy1f83LWh4AaABAg,-4GmbBoYQjE,@Noorverse70,UCtqMwhbP1ep_kZ7CEWKxXeA,False,,2025-06-29T04:10:32Z,Ya video ka sa banti ha,0,0.0
Ugxf35aBRX2RdZ7TFQN4AaABAg,Ugxf35aBRX2RdZ7TFQN4AaABAg,-4GmbBoYQjE,@teresasantos7712,UCNqc2QTDcZj9RwO2sbonMkQ,False,,2025-06-29T04:09:53Z,Gracias mis service por haber ido a mi país México,0,0.0
UgymA3aw_RbETAexauJ4AaABAg,UgymA3aw_RbETAexauJ4AaABAg,-4GmbBoYQjE,@CherubKoontz,UC_uH79ycQzw3v70IDAK45vw,False,,2025-06-29T02:52:02Z,You should buy a million Hot Wheels carsI just subscribed it now,0,0.0
UgxkvDEzLIvzLBvo32t4AaABAg,UgxkvDEzLIvzLBvo32t4AaABAg,-4GmbBoYQjE,@theguyatthemelbournegigs,UCLj8rrt_BWIU3_d2AtdehOA,False,,2025-06-29T02:31:31Z,Video ID by the entire Apple Store,0,0.0
UgxvLYFjIjip-oKJwSd4AaABAg,UgxvLYFjIjip-oKJwSd4AaABAg,-4GmbBoYQjE,@kepinkece38,UC6eZcGf1Oc7duvszoSycQgA,False,,2025-06-29T02:25:21Z,Hello 9:51,0,0.0
UgxNNjNJsz5atsrj_e14AaABAg,UgxNNjNJsz5atsrj_e14AaABAg,-4GmbBoYQjE,@Hungnguyen-hw2td,UComwET_cP8XdFL1071aAmQw,False,,2025-06-29T02:08:48Z,Hay quá 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0,0.0
UgzDb8p9dfmaObh8vaJ4AaABAg,UgzDb8p9dfmaObh8vaJ4AaABAg,-4GmbBoYQjE,@MohamedAmad-k5h,UCexiUXqIJIY93ij_JsXCQNA,False,,2025-06-29T01:44:06Z,🎉🎉🎉🎉❤❤❤❤,0,0.0
UgwzuiAKLaKXlTUrfgF4AaABAg,UgwzuiAKLaKXlTUrfgF4AaABAg,-4GmbBoYQjE,@Sam_68708,UC5R-nm5fDgKZgpH-cXOg8BQ,False,,2025-06-29T01:06:37Z,Según yo los tacos los inventaron los pobres en la revolución por que la tortilla era barata y así podían comer bien y llenarse sin gastar tanto,0,0.0
UgzBNy2J7NjKU1R_BV54AaABAg,UgzBNy2J7NjKU1R_BV54AaABAg,-4GmbBoYQjE,@sadafyousaf2793,UCxR0Y4FhXbMmFjXhb7vYnBg,False,,2025-06-28T23:22:25Z,I am biggest fan of you,0,0.0
Ugz9R3zO73kRUDJGubN4AaABAg,Ugz9R3zO73kRUDJGubN4AaABAg,-4GmbBoYQjE,@Thefairyoftooth,UCRWIa-6REq-s5xsNBtVnkAg,False,,2025-06-28T23:15:47Z,Im heree! 😇,0,0.0
UgwzuKfB3vVzi6noW0d4AaABAg,UgwzuKfB3vVzi6noW0d4AaABAg,-4GmbBoYQjE,@6_6amv66,UCHFYZCwRkfQSMAw-Mm48Ycw,False,,2025-06-28T23:02:09Z,شكرا👏👏,0,0.0
Ugwtrs7fqe14LkNLYFR4AaABAg,Ugwtrs7fqe14LkNLYFR4AaABAg,-4GmbBoYQjE,@Bellotita_gn,UCotwh9KP0vtQN-QlNoNB0JA,False,,2025-06-28T22:58:23Z,México🇲🇽❤❤❤❤❤❤🎉,0,0.0
Ugx0lv2J14Nghv7Ys5V4AaABAg,Ugx0lv2J14Nghv7Ys5V4AaABAg,-4GmbBoYQjE,@Bellotita_gn,UCotwh9KP0vtQN-QlNoNB0JA,False,,2025-06-28T22:54:06Z,☠️☠️☠️☠️,0,0.0
UgwUwpg744tEcAoTP6x4AaABAg,UgwUwpg744tEcAoTP6x4AaABAg,-4GmbBoYQjE,@demonhunterd3,UC7D0n0ddsg9-DIX2YaJPBaw,False,,2025-06-28T22:32:32Z,why this video is so short ((,0,0.0
UgxGq83RIXxHMne4dEl4AaABAg,UgxGq83RIXxHMne4dEl4AaABAg,-4GmbBoYQjE,@AdamMaan-o1z,UC53amcjW12O3Fk9YoL1TqDw,False,,2025-06-28T22:22:45Z,اني شترك,0,0.0
UgxSCWs0N668xcQE7H14AaABAg,UgxSCWs0N668xcQE7H14AaABAg,-4GmbBoYQjE,@michellehenderson-f6z,UCl0y7acXs8LFNlrwiisDryw,False,,2025-06-28T21:22:36Z,yeah bats do bite humans,0,0.0
UgxWpMjYrX7oHM9Yhsp4AaABAg,UgxWpMjYrX7oHM9Yhsp4AaABAg,-4GmbBoYQjE,@sararodriguezpayesa8010,UCLcnHlCTVbaWm8qWtIb2RIA,False,,2025-06-28T20:33:04Z,Hola ❤️ como va 😊 todo,0,0.0
UgzWDBnVWd1__JHyx114AaABAg,UgzWDBnVWd1__JHyx114AaABAg,-4GmbBoYQjE,@ValdeniceDelfino-o9b,UC32c9z4V0uFgEEWe3ezJCqA,False,,2025-06-28T20:31:41Z,O calor do Brasil,0,0.0
UgwxF2JR5nPg5Fxs9yh4AaABAg,UgwxF2JR5nPg5Fxs9yh4AaABAg,-4GmbBoYQjE,@yashkaofficial7588,UC_C7PJltK-volcsV0o0zsxw,False,,2025-06-28T20:27:39Z,Ok,0,0.0
UgyzJksieb-Nzl-C4np4AaABAg,UgyzJksieb-Nzl-C4np4AaABAg,-4GmbBoYQjE,@skhasimskhasim2403,UCEPa3baHu4pK_87Mj6OsYjw,False,,2025-06-28T20:13:10Z,Me 😔🙄,0,0.0
UgwbZC7SF78KWf_AWWd4AaABAg,UgwbZC7SF78KWf_AWWd4AaABAg,-4GmbBoYQjE,@nurullahcan2435,UCaWHscSE-tNjJhcMSlKX1nA,False,,2025-06-28T19:22:50Z,TÜRKİYE burdamıyız?,0,0.0
UgxFnIr5H148Zzs2nup4AaABAg,UgxFnIr5H148Zzs2nup4AaABAg,-4GmbBoYQjE,@nurullahcan2435,UCaWHscSE-tNjJhcMSlKX1nA,False,,2025-06-28T19:22:24Z,👇,0,0.0
Ugyqorz8rzFpVjTVFJZ4AaABAg,Ugyqorz8rzFpVjTVFJZ4AaABAg,-4GmbBoYQjE,@marupalacios2874,UCT3EigEhJ5_ox0bwkU634FQ,False,,2025-06-28T19:18:49Z,Saludos desde El Salvador,0,0.0
UgwJ5YsN4xQyo7JrcSt4AaABAg,UgwJ5YsN4xQyo7JrcSt4AaABAg,-4GmbBoYQjE,@YoaniFria,UCOyrLY-PzmRrSui9t6NXHoQ,False,,2025-06-28T18:58:28Z,❤❤mrjxis no me ha dado un poco,0,0.0
UgzaloUqz2jIpscYxax4AaABAg,UgzaloUqz2jIpscYxax4AaABAg,-4GmbBoYQjE,@DairielPiotoserrano-f8l,UCyIY8IHWsOiOuxVwduE8LqA,False,,2025-06-28T18:36:58Z,Eres el mejor,0,0.0
UgyAjzq0Um8OAiiyr_t4AaABAg,UgyAjzq0Um8OAiiyr_t4AaABAg,-4GmbBoYQjE,@TOPGAMESCAUAOFC,UCSDgx1BoJ-Twsp25Oe0QRcw,False,,2025-06-28T18:18:05Z,100 hours in Favela in Rio de janeiro,0,0.0
Ugz3j09ipRW6TVFT66p4AaABAg,Ugz3j09ipRW6TVFT66p4AaABAg,-4GmbBoYQjE,@stoks-r4p,UCcejThO0ADu3g-sr7iYqXPg,False,,2025-06-28T18:07:34Z,La máscara de jede,0,0.0
UgxoS3N5lgDIMkaPPQF4AaABAg,UgxoS3N5lgDIMkaPPQF4AaABAg,-4GmbBoYQjE,@kailash.rawat.edit.s6508,UCXImSuNkax0dCXqxFNeIDDQ,False,,2025-06-28T16:31:39Z,❤❤,0,0.0
Ugztbrxt7XDxyn5UdVN4AaABAg,Ugztbrxt7XDxyn5UdVN4AaABAg,-4GmbBoYQjE,@Lseriesvideo,UCNQ0j2w6mvCADNc1eoYVgdw,False,,2025-06-28T16:25:08Z,It was very beautiful.,0,0.0
UgwZnj1nm2wm2zPyVFV4AaABAg,UgwZnj1nm2wm2zPyVFV4AaABAg,-4GmbBoYQjE,@SamirArthurTorres,UCsJmJIT0UfJbCCm-rAtAj4A,False,,2025-06-28T16:07:42Z,Pena que não tem no brasil,0,0.0
UgyGSf7AEFed5Hh_y0B4AaABAg,UgyGSf7AEFed5Hh_y0B4AaABAg,-4GmbBoYQjE,@andrew_cart,UCF72h3GjYeoGeAWWCAQLadw,False,,2025-06-28T16:07:36Z,Knorozov,0,0.0
UgyffGJW2kyp72I_ahp4AaABAg,UgyffGJW2kyp72I_ahp4AaABAg,-4GmbBoYQjE,@ucubiraradarenas5016,UCLJjKXhxk2dR_WkhY6cc6tQ,False,,2025-06-28T15:45:35Z,Türk varm🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷,0,0.0
Ugx-4Vt886EtpgG33Nd4AaABAg,Ugx-4Vt886EtpgG33Nd4AaABAg,-4GmbBoYQjE,@Saiart1,UC_pC3kGTHXJfYNbQN4VYziA,False,,2025-06-28T15:36:02Z,Love you bro,0,0.0
UgxmarOdfgJ5j2nffQB4AaABAg,UgxmarOdfgJ5j2nffQB4AaABAg,-4GmbBoYQjE,@lathasupramaniyam,UC1w4OUeHGrjpSMO0cwKTMeA,False,,2025-06-28T15:10:59Z,"shoouu
😅",0,0.0
UgxkQuXTvqMDzYbgSIN4AaABAg,UgxkQuXTvqMDzYbgSIN4AaABAg,-4GmbBoYQjE,@MdMiyad-x7j,UCsaQUxRHM2UkO_KHWtfG-UQ,False,,2025-06-28T14:58:06Z,"""I am a big admirer of you.""",0,0.0
